,close,max,min,open
2019-05-07 14:00:00,407.88,408.62,407.09,407.66
2019-05-07 15:00:00,408.34,408.51,407.6,407.83
2019-05-07 16:00:00,408.43,409.03,408.36,408.36
2019-05-07 17:00:00,408.43,409.03,408.36,408.36
2019-05-07 18:00:00,408.43,409.03,408.36,408.36
2019-05-07 19:00:00,408.43,409.03,408.36,408.36
2019-05-07 20:00:00,408.43,409.03,408.36,408.36
2019-05-07 21:00:00,408.43,408.43,408.43,408.43
2019-05-07 22:00:00,408.43,408.43,408.43,408.43
2019-05-07 23:00:00,408.43,408.43,408.43,408.43
2019-05-08 00:00:00,408.43,408.43,408.43,408.43
2019-05-08 01:00:00,408.43,408.43,408.43,408.43
2019-05-08 02:00:00,401.15,409.46,399.79,408.27
2019-05-08 03:00:00,400.36,401.57,399.77,401.14
2019-05-08 04:00:00,402.23,402.26,400.31,400.35
2019-05-08 05:00:00,402.02,402.71,401.79,402.08
2019-05-08 06:00:00,402.2,402.71,401.62,401.95
2019-05-08 07:00:00,402.68,403.1,402.03,402.16
2019-05-08 08:00:00,401.87,403.22,401.73,402.69
2019-05-08 09:00:00,401.68,402.29,401.62,401.9
2019-05-08 10:00:00,401.68,402.29,401.62,401.9
2019-05-08 11:00:00,401.68,402.29,401.62,401.9
2019-05-08 12:00:00,401.68,402.29,401.62,401.9
2019-05-08 13:00:00,401.68,402.29,401.62,401.9
2019-05-08 14:00:00,401.68,402.29,401.62,401.9
2019-05-08 15:00:00,401.68,402.29,401.62,401.9
2019-05-08 16:00:00,401.68,402.29,401.62,401.9
2019-05-08 17:00:00,401.68,402.29,401.62,401.9
2019-05-08 18:00:00,401.68,402.29,401.62,401.9
2019-05-08 19:00:00,401.68,402.29,401.62,401.9
2019-05-08 20:00:00,401.68,402.29,401.62,401.9
2019-05-08 21:00:00,401.68,401.68,401.68,401.68
2019-05-08 22:00:00,401.68,401.68,401.68,401.68
2019-05-08 23:00:00,401.68,401.68,401.68,401.68
2019-05-09 00:00:00,401.68,401.68,401.68,401.68
2019-05-09 01:00:00,401.68,401.68,401.68,401.68
2019-05-09 02:00:00,401.68,401.68,401.68,401.68
2019-05-09 03:00:00,401.68,401.68,401.68,401.68
2019-05-09 04:00:00,401.68,401.68,401.68,401.68
2019-05-09 05:00:00,401.68,401.68,401.68,401.68
2019-05-09 06:00:00,401.68,401.68,401.68,401.68
2019-05-09 07:00:00,401.68,401.68,401.68,401.68
2019-05-09 08:00:00,396.77,403.01,396.43,401.66
2019-05-09 09:00:00,396.77,403.01,396.43,401.66
2019-05-09 10:00:00,396.77,396.77,396.77,396.77
2019-05-09 11:00:00,396.77,396.77,396.77,396.77
2019-05-09 12:00:00,396.77,396.77,396.77,396.77
2019-05-09 13:00:00,396.77,396.77,396.77,396.77
2019-05-09 14:00:00,396.77,396.77,396.77,396.77
2019-05-09 15:00:00,396.77,396.77,396.77,396.77
2019-05-09 16:00:00,396.77,396.77,396.77,396.77
2019-05-09 17:00:00,396.77,396.77,396.77,396.77
2019-05-09 18:00:00,396.77,396.77,396.77,396.77
2019-05-09 19:00:00,396.77,396.77,396.77,396.77
2019-05-09 20:00:00,396.77,396.77,396.77,396.77
2019-05-09 21:00:00,396.77,396.77,396.77,396.77
2019-05-12 21:00:00,396.77,396.77,396.77,396.77
2019-05-12 22:00:00,396.77,396.77,396.77,396.77
2019-05-12 23:00:00,396.77,396.77,396.77,396.77
2019-05-13 00:00:00,396.77,396.77,396.77,396.77
2019-05-13 01:00:00,396.77,396.77,396.77,396.77
2019-05-13 02:00:00,396.77,396.77,396.77,396.77
2019-05-13 03:00:00,396.77,396.77,396.77,396.77
2019-05-13 04:00:00,396.77,396.77,396.77,396.77
2019-05-13 05:00:00,396.77,396.77,396.77,396.77
2019-05-13 06:00:00,396.77,396.77,396.77,396.77
2019-05-13 07:00:00,396.77,396.77,396.77,396.77
2019-05-13 08:00:00,396.77,396.77,396.77,396.77
2019-05-13 09:00:00,396.77,396.77,396.77,396.77
2019-05-13 10:00:00,396.77,396.77,396.77,396.77
2019-05-13 11:00:00,396.77,396.77,396.77,396.77
2019-05-13 12:00:00,396.77,396.77,396.77,396.77
2019-05-13 13:00:00,396.77,396.77,396.77,396.77
2019-05-13 14:00:00,396.77,396.77,396.77,396.77
2019-05-13 15:00:00,396.77,396.77,396.77,396.77
2019-05-13 16:00:00,396.77,396.77,396.77,396.77
2019-05-13 17:00:00,396.77,396.77,396.77,396.77
2019-05-13 18:00:00,396.77,396.77,396.77,396.77
2019-05-13 19:00:00,396.77,396.77,396.77,396.77
2019-05-13 20:00:00,396.77,396.77,396.77,396.77
2019-05-13 21:00:00,396.77,396.77,396.77,396.77
2019-05-13 22:00:00,396.77,396.77,396.77,396.77
2019-05-13 23:00:00,396.77,396.77,396.77,396.77
2019-05-14 00:00:00,396.77,396.77,396.77,396.77
2019-05-14 01:00:00,396.77,396.77,396.77,396.77
2019-05-14 02:00:00,396.77,396.77,396.77,396.77
2019-05-14 03:00:00,396.77,396.77,396.77,396.77
2019-05-14 04:00:00,396.77,396.77,396.77,396.77
2019-05-14 05:00:00,396.77,396.77,396.77,396.77
2019-05-14 06:00:00,396.77,396.77,396.77,396.77
2019-05-14 07:00:00,396.77,396.77,396.77,396.77
2019-05-14 08:00:00,396.77,396.77,396.77,396.77
2019-05-14 09:00:00,396.77,396.77,396.77,396.77
2019-05-14 10:00:00,396.77,396.77,396.77,396.77
2019-05-14 11:00:00,396.77,396.77,396.77,396.77
2019-05-14 12:00:00,396.77,396.77,396.77,396.77
2019-05-14 13:00:00,396.77,396.77,396.77,396.77
2019-05-14 14:00:00,396.77,396.77,396.77,396.77
2019-05-14 15:00:00,396.77,396.77,396.77,396.77
2019-05-14 16:00:00,396.77,396.77,396.77,396.77
2019-05-14 17:00:00,396.77,396.77,396.77,396.77
2019-05-14 18:00:00,396.77,396.77,396.77,396.77
2019-05-14 19:00:00,396.77,396.77,396.77,396.77
2019-05-14 20:00:00,396.77,396.77,396.77,396.77
2019-05-14 21:00:00,396.77,396.77,396.77,396.77
2019-05-14 22:00:00,396.77,396.77,396.77,396.77
2019-05-14 23:00:00,396.77,396.77,396.77,396.77
2019-05-15 00:00:00,396.77,396.77,396.77,396.77
2019-05-15 01:00:00,396.77,396.77,396.77,396.77
2019-05-15 02:00:00,396.77,396.77,396.77,396.77
2019-05-15 03:00:00,396.77,396.77,396.77,396.77
2019-05-15 04:00:00,396.77,396.77,396.77,396.77
2019-05-15 05:00:00,396.77,396.77,396.77,396.77
2019-05-15 06:00:00,396.77,396.77,396.77,396.77
2019-05-15 07:00:00,396.77,396.77,396.77,396.77
2019-05-15 08:00:00,396.77,396.77,396.77,396.77
2019-05-15 09:00:00,396.77,396.77,396.77,396.77
2019-05-15 10:00:00,396.77,396.77,396.77,396.77
2019-05-15 11:00:00,396.77,396.77,396.77,396.77
2019-05-15 12:00:00,396.77,396.77,396.77,396.77
2019-05-15 13:00:00,396.77,396.77,396.77,396.77
2019-05-15 14:00:00,396.77,396.77,396.77,396.77
2019-05-15 15:00:00,396.77,396.77,396.77,396.77
2019-05-15 16:00:00,396.77,396.77,396.77,396.77
2019-05-15 17:00:00,396.77,396.77,396.77,396.77
2019-05-15 18:00:00,396.77,396.77,396.77,396.77
2019-05-15 19:00:00,396.77,396.77,396.77,396.77
2019-05-15 20:00:00,396.77,396.77,396.77,396.77
2019-05-15 21:00:00,396.77,396.77,396.77,396.77
2019-05-15 22:00:00,396.77,396.77,396.77,396.77
2019-05-15 23:00:00,396.77,396.77,396.77,396.77
2019-05-16 00:00:00,396.77,396.77,396.77,396.77
2019-05-16 01:00:00,395.7,396.83,395.69,396.76
2019-05-16 02:00:00,395.7,396.83,395.69,396.76
2019-05-16 03:00:00,395.7,396.83,395.69,396.76
2019-05-16 04:00:00,395.7,396.83,395.69,396.76
2019-05-16 05:00:00,395.7,396.83,395.69,396.76
2019-05-16 06:00:00,395.7,396.83,395.69,396.76
2019-05-16 07:00:00,395.7,396.83,395.69,396.76
2019-05-16 08:00:00,395.7,396.83,395.69,396.76
2019-05-16 09:00:00,395.7,396.83,395.69,396.76
2019-05-16 10:00:00,395.7,396.83,395.69,396.76
2019-05-16 11:00:00,395.7,396.83,395.69,396.76
2019-05-16 12:00:00,395.7,396.83,395.69,396.76
2019-05-16 13:00:00,395.7,396.83,395.69,396.76
2019-05-16 14:00:00,395.7,396.83,395.69,396.76
2019-05-16 15:00:00,395.7,396.83,395.69,396.76
2019-05-16 16:00:00,395.7,396.83,395.69,396.76
2019-05-16 17:00:00,395.7,396.83,395.69,396.76
2019-05-16 18:00:00,395.7,396.83,395.69,396.76
2019-05-16 19:00:00,395.7,396.83,395.69,396.76
2019-05-16 20:00:00,395.7,396.83,395.69,396.76
2019-05-16 21:00:00,395.7,395.7,395.7,395.7
2019-05-16 22:00:00,395.7,395.7,395.7,395.7
2019-05-16 23:00:00,395.7,395.7,395.7,395.7
2019-05-17 00:00:00,395.7,395.7,395.7,395.7
2019-05-17 01:00:00,395.7,395.7,395.7,395.7
2019-05-17 02:00:00,395.7,395.7,395.7,395.7
2019-05-17 03:00:00,395.7,395.7,395.7,395.7
2019-05-17 04:00:00,395.7,395.7,395.7,395.7
2019-05-17 05:00:00,395.7,395.7,395.7,395.7
2019-05-17 06:00:00,395.7,395.7,395.7,395.7
2019-05-17 07:00:00,395.7,395.7,395.7,395.7
2019-05-19 21:00:00,395.7,395.7,395.7,395.7
2019-05-19 22:00:00,395.7,395.7,395.7,395.7
2019-05-19 23:00:00,395.7,395.7,395.7,395.7
2019-05-20 00:00:00,395.7,395.7,395.7,395.7
2019-05-20 01:00:00,395.7,395.7,395.7,395.7
2019-05-20 02:00:00,395.7,395.7,395.7,395.7
2019-05-20 03:00:00,395.7,395.7,395.7,395.7
2019-05-20 04:00:00,395.7,395.7,395.7,395.7
2019-05-20 05:00:00,395.7,395.7,395.7,395.7
2019-05-20 06:00:00,395.7,395.7,395.7,395.7
2019-05-20 07:00:00,395.7,395.7,395.7,395.7
2019-05-20 08:00:00,395.7,395.7,395.7,395.7
2019-05-20 09:00:00,395.7,395.7,395.7,395.7
2019-05-20 10:00:00,395.7,395.7,395.7,395.7
2019-05-20 11:00:00,395.7,395.7,395.7,395.7
2019-05-20 12:00:00,395.7,395.7,395.7,395.7
2019-05-20 13:00:00,395.7,395.7,395.7,395.7
2019-05-20 14:00:00,395.7,395.7,395.7,395.7
2019-05-20 15:00:00,395.7,395.7,395.7,395.7
2019-05-20 16:00:00,395.7,395.7,395.7,395.7
2019-05-20 17:00:00,395.7,395.7,395.7,395.7
2019-05-20 18:00:00,395.7,395.7,395.7,395.7
2019-05-20 19:00:00,395.7,395.7,395.7,395.7
2019-05-20 20:00:00,395.7,395.7,395.7,395.7
2019-05-20 21:00:00,395.7,395.7,395.7,395.7
2019-05-20 22:00:00,395.7,395.7,395.7,395.7
2019-05-20 23:00:00,395.7,395.7,395.7,395.7
2019-05-21 00:00:00,395.7,395.7,395.7,395.7
2019-05-21 01:00:00,395.7,395.7,395.7,395.7
2019-05-21 02:00:00,395.7,395.7,395.7,395.7
2019-05-21 03:00:00,395.6,395.99,393.35,395.64
2019-05-21 04:00:00,397.33,397.69,395.62,395.62
2019-05-21 05:00:00,398.16,399.2,397.35,397.35
2019-05-21 06:00:00,398.16,399.77,397.99,398.14
2019-05-21 07:00:00,398.51,400.06,397.72,398.11
2019-05-21 08:00:00,399.2,399.82,398.11,398.48
2019-05-21 09:00:00,397.2,399.45,396.46,399.17
2019-05-21 10:00:00,398.34,398.78,396.51,397.25
2019-05-21 11:00:00,398.76,399.57,398.21,398.26
2019-05-21 12:00:00,397.77,399.47,397.22,398.81
2019-05-21 13:00:00,400.65,400.9,397.42,397.8
2019-05-21 14:00:00,396.96,400.98,396.34,400.68
2019-05-21 15:00:00,398.63,398.88,396.12,396.93
2019-05-21 16:00:00,397.72,398.76,397.64,398.61
2019-05-21 17:00:00,397.54,398.21,397.45,397.64
2019-05-21 18:00:00,397.54,398.21,397.45,397.64
2019-05-21 19:00:00,397.54,398.21,397.45,397.64
2019-05-21 20:00:00,397.54,398.21,397.45,397.64
2019-05-21 21:00:00,397.54,397.54,397.54,397.54
2019-05-21 22:00:00,397.54,397.54,397.54,397.54
2019-05-21 23:00:00,397.54,397.54,397.54,397.54
2019-05-22 00:00:00,397.54,397.54,397.54,397.54
2019-05-22 01:00:00,397.54,397.54,397.54,397.54
2019-05-22 02:00:00,397.54,397.54,397.54,397.54
2019-05-22 03:00:00,397.54,397.54,397.54,397.54
2019-05-22 04:00:00,397.54,397.54,397.54,397.54
2019-05-22 05:00:00,397.54,397.54,397.54,397.54
2019-05-22 06:00:00,397.54,397.54,397.54,397.54
2019-05-22 07:00:00,397.54,397.54,397.54,397.54
2019-05-22 08:00:00,397.54,397.54,397.54,397.54
2019-05-22 09:00:00,397.54,397.54,397.54,397.54
2019-05-22 10:00:00,397.54,397.54,397.54,397.54
2019-05-22 11:00:00,397.54,397.54,397.54,397.54
2019-05-22 12:00:00,397.54,397.54,397.54,397.54
2019-05-22 13:00:00,397.54,397.54,397.54,397.54
2019-05-22 14:00:00,397.54,397.54,397.54,397.54
2019-05-22 15:00:00,397.54,397.54,397.54,397.54
2019-05-22 16:00:00,397.54,397.54,397.54,397.54
2019-05-22 17:00:00,397.54,397.54,397.54,397.54
2019-05-22 18:00:00,397.54,397.54,397.54,397.54
2019-05-22 19:00:00,397.54,397.54,397.54,397.54
2019-05-22 20:00:00,397.54,397.54,397.54,397.54
2019-05-22 21:00:00,397.54,397.54,397.54,397.54
2019-05-22 22:00:00,397.54,397.54,397.54,397.54
2019-05-22 23:00:00,397.54,397.54,397.54,397.54
2019-05-23 00:00:00,397.54,397.54,397.54,397.54
2019-05-23 01:00:00,397.54,397.54,397.54,397.54
2019-05-23 02:00:00,397.54,397.54,397.54,397.54
2019-05-23 03:00:00,397.54,397.54,397.54,397.54
2019-05-23 04:00:00,397.54,397.54,397.54,397.54
2019-05-23 05:00:00,397.54,397.54,397.54,397.54
2019-05-23 06:00:00,397.54,397.54,397.54,397.54
2019-05-23 07:00:00,397.54,397.54,397.54,397.54
2019-05-23 08:00:00,397.54,397.54,397.54,397.54
2019-05-23 09:00:00,397.54,397.54,397.54,397.54
2019-05-23 10:00:00,397.54,397.54,397.54,397.54
2019-05-23 11:00:00,397.54,397.54,397.54,397.54
2019-05-23 12:00:00,397.54,397.54,397.54,397.54
2019-05-23 13:00:00,397.54,397.54,397.54,397.54
2019-05-23 14:00:00,397.54,397.54,397.54,397.54
2019-05-23 15:00:00,397.54,397.54,397.54,397.54
2019-05-23 16:00:00,397.54,397.54,397.54,397.54
2019-05-23 17:00:00,397.54,397.54,397.54,397.54
2019-05-23 18:00:00,397.54,397.54,397.54,397.54
2019-05-23 19:00:00,397.54,397.54,397.54,397.54
2019-05-23 20:00:00,397.54,397.54,397.54,397.54
2019-05-23 21:00:00,397.54,397.54,397.54,397.54
2019-05-23 22:00:00,397.54,397.54,397.54,397.54
2019-05-23 23:00:00,397.54,397.54,397.54,397.54
2019-05-24 00:00:00,397.54,397.54,397.54,397.54
2019-05-24 01:00:00,397.54,397.54,397.54,397.54
2019-05-24 02:00:00,397.54,397.54,397.54,397.54
2019-05-24 03:00:00,397.54,397.54,397.54,397.54
2019-05-24 04:00:00,397.54,397.54,397.54,397.54
2019-05-24 05:00:00,397.54,397.54,397.54,397.54
2019-05-24 06:00:00,397.54,397.54,397.54,397.54
2019-05-24 07:00:00,397.54,397.54,397.54,397.54
2019-05-24 08:00:00,397.54,397.54,397.54,397.54
2019-05-24 09:00:00,397.54,397.54,397.54,397.54
2019-05-24 10:00:00,397.54,397.54,397.54,397.54
2019-05-24 11:00:00,397.54,397.54,397.54,397.54
2019-05-24 12:00:00,397.54,397.54,397.54,397.54
2019-05-24 13:00:00,397.54,397.54,397.54,397.54
2019-05-24 14:00:00,397.54,397.54,397.54,397.54
2019-05-24 15:00:00,397.54,397.54,397.54,397.54
2019-05-24 16:00:00,397.54,397.54,397.54,397.54
2019-05-24 17:00:00,397.54,397.54,397.54,397.54
2019-05-24 18:00:00,397.54,397.54,397.54,397.54
2019-05-26 21:00:00,397.54,397.54,397.54,397.54
2019-05-26 22:00:00,397.54,397.54,397.54,397.54
2019-05-26 23:00:00,397.54,397.54,397.54,397.54
2019-05-27 00:00:00,397.54,397.54,397.54,397.54
2019-05-27 01:00:00,397.54,397.54,397.54,397.54
2019-05-27 02:00:00,397.54,397.54,397.54,397.54
2019-05-27 03:00:00,397.54,397.54,397.54,397.54
2019-05-27 04:00:00,397.54,397.54,397.54,397.54
2019-05-27 05:00:00,397.54,397.54,397.54,397.54
2019-05-27 06:00:00,397.54,397.54,397.54,397.54
2019-05-27 07:00:00,397.54,397.54,397.54,397.54
2019-05-27 08:00:00,397.54,397.54,397.54,397.54
2019-05-27 09:00:00,397.54,397.54,397.54,397.54
2019-05-27 10:00:00,397.54,397.54,397.54,397.54
2019-05-27 11:00:00,397.54,397.54,397.54,397.54
2019-05-27 12:00:00,397.54,397.54,397.54,397.54
2019-05-27 13:00:00,397.54,397.54,397.54,397.54
2019-05-27 14:00:00,397.54,397.54,397.54,397.54
2019-05-27 15:00:00,397.54,397.54,397.54,397.54
2019-05-27 16:00:00,397.54,397.54,397.54,397.54
2019-05-27 17:00:00,397.54,397.54,397.54,397.54
2019-05-27 18:00:00,397.54,397.54,397.54,397.54
2019-05-27 19:00:00,397.54,397.54,397.54,397.54
2019-05-27 20:00:00,397.54,397.54,397.54,397.54
2019-05-27 21:00:00,397.54,397.54,397.54,397.54
2019-05-27 22:00:00,397.54,397.54,397.54,397.54
2019-05-27 23:00:00,397.54,397.54,397.54,397.54
2019-05-28 00:00:00,397.54,397.54,397.54,397.54
2019-05-28 01:00:00,397.54,397.54,397.54,397.54
2019-05-28 02:00:00,397.54,397.54,397.54,397.54
2019-05-28 03:00:00,397.54,397.54,397.54,397.54
2019-05-28 04:00:00,397.54,397.54,397.54,397.54
2019-05-28 05:00:00,397.54,397.54,397.54,397.54
2019-05-28 06:00:00,397.54,397.54,397.54,397.54
2019-05-28 07:00:00,397.54,397.54,397.54,397.54
2019-05-28 08:00:00,397.54,397.54,397.54,397.54
2019-05-28 09:00:00,397.54,397.54,397.54,397.54
2019-05-28 10:00:00,397.54,397.54,397.54,397.54
2019-05-28 11:00:00,397.54,397.54,397.54,397.54
2019-05-28 12:00:00,397.54,397.54,397.54,397.54
2019-05-28 13:00:00,397.54,397.54,397.54,397.54
2019-05-28 14:00:00,397.54,397.54,397.54,397.54
2019-05-28 15:00:00,397.54,397.54,397.54,397.54
2019-05-28 16:00:00,397.54,397.54,397.54,397.54
2019-05-28 17:00:00,397.54,397.54,397.54,397.54
2019-05-28 18:00:00,397.54,397.54,397.54,397.54
2019-05-28 19:00:00,397.54,397.54,397.54,397.54
2019-05-28 20:00:00,397.54,397.54,397.54,397.54
2019-05-28 21:00:00,397.54,397.54,397.54,397.54
2019-05-28 22:00:00,397.54,397.54,397.54,397.54
2019-05-28 23:00:00,397.54,397.54,397.54,397.54
2019-05-29 00:00:00,397.54,397.54,397.54,397.54
2019-05-29 01:00:00,397.54,397.54,397.54,397.54
2019-05-29 02:00:00,397.54,397.54,397.54,397.54
2019-05-29 03:00:00,397.54,397.54,397.54,397.54
2019-05-29 04:00:00,397.54,397.54,397.54,397.54
2019-05-29 05:00:00,397.54,397.54,397.54,397.54
2019-05-29 06:00:00,397.54,397.54,397.54,397.54
2019-05-29 07:00:00,397.54,397.54,397.54,397.54
2019-05-29 08:00:00,397.54,397.54,397.54,397.54
2019-05-29 09:00:00,397.54,397.54,397.54,397.54
2019-05-29 10:00:00,397.54,397.54,397.54,397.54
2019-05-29 11:00:00,397.54,397.54,397.54,397.54
2019-05-29 12:00:00,397.54,397.54,397.54,397.54
2019-05-29 13:00:00,397.54,397.54,397.54,397.54
2019-05-29 14:00:00,396.3,399.43,396.3,397.48
2019-05-29 15:00:00,396.3,399.43,396.3,397.48
2019-05-29 16:00:00,396.3,399.43,396.3,397.48
2019-05-29 17:00:00,396.3,399.43,396.3,397.48
2019-05-29 18:00:00,396.3,399.43,396.3,397.48
2019-05-29 19:00:00,396.3,399.43,396.3,397.48
2019-05-29 20:00:00,396.3,399.43,396.3,397.48
2019-05-29 21:00:00,396.3,396.3,396.3,396.3
2019-05-29 22:00:00,396.3,396.3,396.3,396.3
2019-05-29 23:00:00,396.3,396.3,396.3,396.3
2019-05-30 00:00:00,396.3,396.3,396.3,396.3
2019-05-30 01:00:00,396.3,396.3,396.3,396.3
2019-05-30 02:00:00,396.3,396.3,396.3,396.3
2019-05-30 03:00:00,396.3,396.3,396.3,396.3
2019-05-30 04:00:00,396.3,396.3,396.3,396.3
2019-05-30 05:00:00,396.3,396.3,396.3,396.3
2019-05-30 06:00:00,396.3,396.3,396.3,396.3
2019-05-30 07:00:00,396.3,396.3,396.3,396.3
2019-05-30 08:00:00,396.3,396.3,396.3,396.3
2019-05-30 09:00:00,396.3,396.3,396.3,396.3
2019-05-30 10:00:00,396.3,396.3,396.3,396.3
2019-05-30 11:00:00,396.3,396.3,396.3,396.3
2019-05-30 12:00:00,396.3,396.3,396.3,396.3
2019-05-30 13:00:00,396.3,396.3,396.3,396.3
2019-05-30 14:00:00,396.3,396.3,396.3,396.3
2019-05-30 15:00:00,396.3,396.3,396.3,396.3
2019-05-30 16:00:00,396.3,396.3,396.3,396.3
2019-05-30 17:00:00,396.3,396.3,396.3,396.3
2019-05-30 18:00:00,396.3,396.3,396.3,396.3
2019-05-30 19:00:00,396.3,396.3,396.3,396.3
2019-05-30 20:00:00,396.3,396.3,396.3,396.3
2019-05-30 21:00:00,396.3,396.3,396.3,396.3
2019-06-02 21:00:00,396.3,396.3,396.3,396.3
2019-06-02 22:00:00,396.3,396.3,396.3,396.3
2019-06-02 23:00:00,396.3,396.3,396.3,396.3
2019-06-03 00:00:00,396.3,396.3,396.3,396.3
2019-06-03 01:00:00,396.3,396.3,396.3,396.3
2019-06-03 02:00:00,396.3,396.3,396.3,396.3
2019-06-03 03:00:00,396.3,396.3,396.3,396.3
2019-06-03 04:00:00,396.3,396.3,396.3,396.3
2019-06-03 05:00:00,396.3,396.3,396.3,396.3
2019-06-03 06:00:00,396.3,396.3,396.3,396.3
2019-06-03 07:00:00,396.3,396.3,396.3,396.3
2019-06-03 08:00:00,396.3,396.3,396.3,396.3
2019-06-03 09:00:00,396.3,396.3,396.3,396.3
2019-06-03 10:00:00,396.3,396.3,396.3,396.3
2019-06-03 11:00:00,396.3,396.3,396.3,396.3
2019-06-03 12:00:00,396.3,396.3,396.3,396.3
2019-06-03 13:00:00,396.3,396.3,396.3,396.3
2019-06-03 14:00:00,396.3,396.3,396.3,396.3
2019-06-03 15:00:00,396.3,396.3,396.3,396.3
2019-06-03 16:00:00,396.3,396.3,396.3,396.3
2019-06-03 17:00:00,396.3,396.3,396.3,396.3
2019-06-03 18:00:00,396.3,396.3,396.3,396.3
2019-06-03 19:00:00,396.3,396.3,396.3,396.3
2019-06-03 20:00:00,396.3,396.3,396.3,396.3
2019-06-03 21:00:00,396.3,396.3,396.3,396.3
2019-06-03 22:00:00,396.3,396.3,396.3,396.3
2019-06-03 23:00:00,396.3,396.3,396.3,396.3
2019-06-04 00:00:00,396.3,396.3,396.3,396.3
2019-06-04 01:00:00,396.3,396.3,396.3,396.3
2019-06-04 02:00:00,396.3,396.3,396.3,396.3
2019-06-04 03:00:00,396.3,396.3,396.3,396.3
2019-06-04 04:00:00,396.3,396.3,396.3,396.3
2019-06-04 05:00:00,396.3,396.3,396.3,396.3
2019-06-04 06:00:00,396.3,396.3,396.3,396.3
2019-06-04 07:00:00,396.3,396.3,396.3,396.3
2019-06-04 08:00:00,396.3,396.3,396.3,396.3
2019-06-04 09:00:00,397.96,398.53,395.91,396.3
2019-06-04 10:00:00,398.56,398.56,396.49,397.94
2019-06-04 11:00:00,397.17,398.8,397.12,398.47
2019-06-04 12:00:00,397.17,398.8,397.12,398.47
2019-06-04 13:00:00,397.03,401.08,396.65,397.03
2019-06-04 14:00:00,396.25,400.55,396.25,396.99
2019-06-04 15:00:00,396.25,400.55,396.25,396.99
2019-06-04 16:00:00,396.25,400.55,396.25,396.99
2019-06-04 17:00:00,396.25,400.55,396.25,396.99
2019-06-04 18:00:00,396.25,400.55,396.25,396.99
2019-06-04 19:00:00,396.25,400.55,396.25,396.99
2019-06-04 20:00:00,396.25,400.55,396.25,396.99
2019-06-04 21:00:00,396.25,396.25,396.25,396.25
2019-06-04 22:00:00,396.25,396.25,396.25,396.25
2019-06-04 23:00:00,396.25,396.25,396.25,396.25
2019-06-05 00:00:00,396.25,396.25,396.25,396.25
2019-06-05 01:00:00,396.25,396.25,396.25,396.25
2019-06-05 02:00:00,396.25,396.25,396.25,396.25
2019-06-05 03:00:00,396.25,396.25,396.25,396.25
2019-06-05 04:00:00,396.25,396.25,396.25,396.25
2019-06-05 05:00:00,396.25,396.25,396.25,396.25
2019-06-05 06:00:00,396.25,396.25,396.25,396.25
2019-06-05 07:00:00,396.25,396.25,396.25,396.25
2019-06-05 08:00:00,396.25,396.25,396.25,396.25
2019-06-05 09:00:00,396.25,396.25,396.25,396.25
2019-06-05 10:00:00,396.25,396.25,396.25,396.25
2019-06-05 11:00:00,396.25,396.25,396.25,396.25
2019-06-05 12:00:00,396.25,396.25,396.25,396.25
2019-06-05 13:00:00,396.25,396.25,396.25,396.25
2019-06-05 14:00:00,396.25,396.25,396.25,396.25
2019-06-05 15:00:00,396.25,396.25,396.25,396.25
2019-06-05 16:00:00,396.25,396.25,396.25,396.25
2019-06-05 17:00:00,396.25,396.25,396.25,396.25
2019-06-05 18:00:00,396.25,396.25,396.25,396.25
2019-06-05 19:00:00,396.25,396.25,396.25,396.25
2019-06-05 20:00:00,396.25,396.25,396.25,396.25
2019-06-05 21:00:00,396.25,396.25,396.25,396.25
2019-06-05 22:00:00,396.25,396.25,396.25,396.25
2019-06-05 23:00:00,396.25,396.25,396.25,396.25
2019-06-06 00:00:00,396.25,396.25,396.25,396.25
2019-06-06 01:00:00,396.25,396.25,396.25,396.25
2019-06-06 02:00:00,396.25,396.25,396.25,396.25
2019-06-06 03:00:00,396.25,396.25,396.25,396.25
2019-06-06 04:00:00,396.25,396.25,396.25,396.25
2019-06-06 05:00:00,396.25,396.25,396.25,396.25
2019-06-06 06:00:00,396.25,396.25,396.25,396.25
2019-06-06 07:00:00,396.25,396.25,396.25,396.25
2019-06-06 08:00:00,396.25,396.25,396.25,396.25
2019-06-06 09:00:00,396.25,396.25,396.25,396.25
2019-06-06 10:00:00,396.25,396.25,396.25,396.25
2019-06-06 11:00:00,394.09,398.27,394.09,396.21
2019-06-06 12:00:00,390.43,394.74,390.43,394.05
